question_id,question_type,question_title,question_body,tags,answer_posts
1676632,2,What's a quick way to comment/uncomment lines in Vim?,"[""What's a quick way to comment/uncomment lines in Vim?"", 'I have a Ruby code file open in vi, there are lines commented out with <code>#</code>:', '<code>class Search &lt; ActiveRecord::Migration  def self.up    # create_table :searches do |t|    #   t.integer :user_id    #   t.string :name    #   t.string :all_of    #   t.string :any_of    #   t.string :none_of    #   t.string :exact_phrase    #     #   t.timestamps    # end  end  def self.down    # drop_table :searches  endend</code>', 'Say I want to uncomment all the lines in the first <code>def ... end</code> section.', ""What's an efficient way to do that in Vim?"", ""In general, I'm looking for an easy and fluid way to comment and uncomment lines."", ""Here I'm dealing with Ruby code, but it could be JavaScript (<code>//</code>) or Haml (<code>-#</code>).""]","['vim', 'comments']","[1676650, 1676659, 1676662, 1676669, 1676672, 1676690, 1676762, 1676775]"
48474,2,How do I position one image on top of another in HTML?,"['How do I position one image on top of another in HTML?', ""I'm a beginner at rails programming, attempting to show many images on a page."", 'Some images are to lay on top of others.', 'To make it simple, say I want a blue square, with a red square in the upper right corner of the blue square (but not tight in the corner).', 'I am trying to avoid compositing (with ImageMagick and similar) due to performance issues.', 'I just want to position overlapping images relative to one another.', 'As a more difficult example, imagine an odometer placed inside a larger image.', 'For six digits, I would need to composite a million different images, or do it all on the fly, where all that is needed is to place the six images on top of the other one.']","['html', 'css', 'optimization', 'graphics']","[48482, 48484, 48530, 48531, 48533, 1997397]"
62814,1,Difference between binary semaphore and mutex,"['Difference between binary semaphore and mutex', 'Is there any difference between a binary semaphore and mutex or are they essentially the same?']","['operating-system', 'mutex', 'semaphore', 'glossary']","[62883, 63084, 86021, 128892, 204524, 311612, 311648, 346678, 1541938, 2757170, 3517129]"
28002,1,Regular cast vs. static_cast vs. dynamic_cast,"['Regular cast vs. static_cast vs. dynamic_cast', ""I've been writing C and C++ code for almost twenty years, but there's one aspect of these languages that I've never really understood."", ""I've obviously used regular casts i.e."", '<code>MyClass *m = (MyClass *)ptr;</code>', ""all over the place, but there seem to be two other types of casts, and I don't know the difference."", ""What's the difference between the following lines of code?"", '<code>MyClass *m = (MyClass *)ptr;MyClass *m = static_cast&lt;MyClass *&gt;(ptr);MyClass *m = dynamic_cast&lt;MyClass *&gt;(ptr);</code>']","['c++', 'pointers', 'casting']","[28020, 1255015, 28052, 28054, 103914, 2180920]"
93539,1,What is the difference between Views and Materialized Views in Oracle?,"['What is the difference between Views and Materialized Views in Oracle?', 'What is the difference between Views and Materialized Views in Oracle?']","['oracle', 'views', 'materialized-views']","[93559, 93579, 93609, 94124, 410424]"
761194,1,Interface vs Abstract Class (general OO),"['Interface vs Abstract Class (general OO)', ""I have had recently two telephone interviews where I've been asked about the differences between an Interface and an Abstract class."", ""I have explained every aspect of them I could think of, but it seems they are waiting for me to mention something specific, and I don't know what it is."", 'From my experience I think the following is true.', 'If I am missing a major point please let me know.', '<strong>Interface:</strong>', 'Every single Method declared in an Interface will have to be implemented in the subclass.Only Events, Delegates, Properties (C#) and Methods can exist in a Interface.', 'A class can implement multiple Interfaces.', '<strong>Abstract Class:</strong>', 'Only Abstract methods have to be implemented by the subclass.', 'An Abstract class can have normal methods with implementations.', 'Abstract class can also have class variables beside Events, Delegates, Properties and Methods.', 'A class can only implement one abstract class only due non-existence of Multi-inheritance in C#.', '<li>After all that, the interviewer came up with the question ""What if you had an Abstract class with only abstract methods?', 'How would that be different from an interface?""', ""I didn't know the answer but I think it's the inheritance as mentioned above right?"", '<li>An another interviewer asked me what if you had a Public variable inside the interface, how would that be different than in Abstract Class?', ""I insisted you can't have a public variable inside an interface."", ""I didn't know what he wanted to hear but he wasn't satisfied either."", '<strong>See Also</strong>:', '<li>When to use an interface instead ofan abstract class and vice versa', '<li>Interfaces vs. Abstract Classes', '<li>How do you decide between using an Abstract Class and an Interface?', '<li>What is the difference between an interface and abstract class?']","['oop', 'interface', 'abstract-class']","[761212, 761214, 761215, 722368, 761223, 761239, 761342, 1519672, 2091400, 2823133, 3597910]"
310634,1,"What is the ""right"" way to iterate through an array in Ruby?","['What is the ""right"" way to iterate through an array in Ruby?', 'PHP, for all its warts, is pretty good on this count.', ""There's no difference between an array and a hash (maybe I'm naive, but this seems obviously right to me), and to iterate through either you just do"", 'In Ruby there are a bunch of ways to do this sort of thing:', 'Hashes make more sense, since I just always use', ""Why can't I do this for arrays?"", ""If I want to remember just one method, I guess I can use <code>each_index</code> (since it makes both the index and value available), but it's annoying to have to do <code>array[index]</code> instead of just <code>value</code>."", 'Oh right, I forgot about <code>array.each_with_index</code>.', 'However, this one sucks because it goes <code>|value, key|</code> and <code>hash.each</code> goes <code>|key, value|</code>!', 'Is this not insane?']","['ruby', 'arrays', 'loops']","[310638, 310644, 310661, 2893932, 312676, 438041, 691798, 995448]"
378225,3,How to check for a Null value in VB.NET,"['How to check for a Null value in VB.NET', 'I have this:', ""<code>If String.IsNullOrEmpty(editTransactionRow.pay_id.ToString()) = False Then    stTransactionPaymentID = editTransactionRow.pay_id 'Check for null valueEnd If</code>"", 'Now, when <code>editTransactionRow.pay_id</code> is Null Visual Basic throws an exception.', 'Is there something wrong with this code?']","['vb.net', 'dataset']","[378233, 378239, 378263, 378288, 1926399, 4238239]"
1191282,2,How to see the changes between two commits without commits in-between?,"['How to see the changes between two commits without commits in-between?', 'How do you make <code>git diff</code> only show the difference between two commits, excluding the other commits in-between?']","['git', 'diff']","[1191449, 1195159, 1195209]"
15732,1,What's the best way to validate an XML file against an XSD file?,"[""What's the best way to validate an XML file against an XSD file?"", ""I'm generating some xml files that needs to conform to an xsd file that was given to me."", ""What's the best way to verify they conform?""]","['java', 'xml', 'validation', 'xsd']","[15739, 15741, 16054, 158781, 488685, 690450, 841587]"
4334970,3,Hibernate cannot simultaneously fetch multiple bags,"['Hibernate cannot simultaneously fetch multiple bags', 'Hibernate throws this exception during SessionFactory creation:', 'org.hibernate.loader.MultipleBagFetchException: cannot simultaneously fetch multiple bags', 'This is my test case:', '<strong>Parent.java</strong>', '<code>@Entitypublic Parent { @Id @GeneratedValue(strategy=GenerationType.IDENTITY) private Long id; @OneToMany(mappedBy=""parent"", fetch=FetchType.EAGER) // @IndexColumn(name=""INDEX_COL"") if I had this the problem solve but I retrieve more children than I have, one child is null.', 'private List&lt;Child&gt; children;}</code>', '<strong>Child.java</strong>', '<code>@Entitypublic Child { @Id @GeneratedValue(strategy=GenerationType.IDENTITY) private Long id; @ManyToOne private Parent parent;}</code>', 'How about this problem?', 'What can I do?', '<strong>EDIT</strong>', 'OK, the problem I have is that another ""parent"" entity is inside my parent, my real behavior is this:', '<strong>Parent.java</strong>', '<code>@Entitypublic Parent { @Id @GeneratedValue(strategy=GenerationType.IDENTITY) private Long id; @ManyToOne private AntoherParent anotherParent; @OneToMany(mappedBy=""parent"", fetch=FetchType.EAGER) private List&lt;Child&gt; children;}</code>', '<strong>AnotherParent.java</strong>', '<code>@Entitypublic AntoherParent { @Id @GeneratedValue(strategy=GenerationType.IDENTITY) private Long id; @OneToMany(mappedBy=""parent"", fetch=FetchType.EAGER) private List&lt;AnotherChild&gt; anotherChildren;}</code>', ""Hibernate doesn't like two collections with <code>FetchType.EAGER</code>, but this seems to be a bug, I'm not doing unusual things..."", 'Removing <code>FetchType.EAGER</code> from <code>Parent</code> or <code>AnotherParent</code> solves the problem, but I need it, so real solution is to use <code>@LazyCollection(LazyCollectionOption.FALSE)</code> instead of <code>FetchType</code> (thanks to Bozho for the solution).']","['java', 'hibernate', 'jpa', 'java-persistence-api']",[4335514]
3980668,2,How to get a password from a shell script without echoing,"['How to get a password from a shell script without echoing', 'I have a script that automates a process that needs access to a password protected system.', 'The system is accessed via a command-line program that accepts the user password as an argument.', 'I would like to prompt the user to type in their password, assign it to a shell variable, and then use that variable to construct the command line of the accessing program (which will of course produce stream output that I will process).', ""I am a reasonably competent shell programmer in Bourne/Bash, but I don't know how to accept the user input without having it echo to the terminal (or maybe having it echoed using '*' characters)."", 'Can anyone help with this?']","['bash', 'shell', 'scripting', 'sh']","[1703137, 1546620, 3980904]"
